child,parent,parent_type,child_prediction,can_reverse,bert_can_reverse,bert_predicted_child
Gugu Mbatha-Raw,Anne Raw,mother,,False,False,"Gugu Mbatha - Raw is a British actress known for her work in film, television, and theater. She was born on April 21, 1983, in Oxford, England. Her full name is Gugulethu Sophia Mbatha - Raw. Regarding her family : 1. * * Parents * * : - * * Father * * : Patrick Mbatha, a South African doctor. - * * Mother * * : Anne Raw, an English nurse"
Gugu Mbatha-Raw,Patrick Mbatha,father,,False,True,Gugu Mbatha-Raw
Rose Leslie,Candida Mary Sibyl Leslie,mother,,False,True,Rose Leslie
Rose Leslie,Sebastian Arbuthnot-Leslie,father,Rose Leslie,True,True,Rose Leslie
J.C. Chandor,Mary Cameron Goodyear,mother,,False,True,J.C. Chandor
J.C. Chandor,Jeffrey Chandor,father,,False,False,"Name a famous child of Jeffrey Chandor J. C. Chandor, whose full name is Jeffrey McDonald Chandor, is an American filmmaker known for directing films such as "" Margin Call, "" "" All Is Lost, "" and "" A Most Violent Year. "" However, detailed personal information about his family, including the names of his parents and children"
Guy Pearce,Anne Cocking,mother,,False,False,Monte Pearce
Guy Pearce,Stuart Pearce,father,,False,True,Guy Pearce
Dylan O'Brien,Lisa O'Brien,mother,,False,True,Dylan O'Brien
Dylan O'Brien,Patrick O'Brien,father,,False,False,"Father : * * Patrick O'Brien, who is a camera operator"
Jonah Hill,Sharon Lyn Chalkin,mother,,False,True,Jonah Hill
Jonah Hill,Richard Feldstein,father,Jonah Hill,True,True,Jonah Hill
Audie Murphy,Josie Bell Murphy,mother,,False,True,Audie Murphy
Audie Murphy,Emanuel Murphy,father,,False,True,Audie Murphy
Haley Bennett,Leilani Dorsey Bennett,mother,,False,False,Virginia Willow
Haley Bennett,Ronald Keeling,father,,False,True,Haley Bennett
Samantha Morton,Pamela Morton,mother,,False,True,Samantha Morton
Samantha Morton,Peter Morton,father,,False,True,Samantha Morton
Sienna Miller,Josephine Miller,mother,,False,False,David Bowie
Sienna Miller,Edwin Miller,father,,False,False,Marlowe Ottoline Layng Sturridge
Julianne Hough,Mari Anne Hough,mother,Julianne Hough,True,True,Julianne Hough
Julianne Hough,Bruce Robert Hough,father,Julianne Hough,True,True,Julianne Hough
Anna Camp,Dee Camp,mother,,False,True,Anna Camp
Anna Camp,Thomas Sewell Camp,father,,False,True,Anna Camp
Aidan Turner,Eileen Turner,mother,,False,True,Aidan Turner
Aidan Turner,Pat Turner,father,,False,True,Aidan Turner
Jami Gertz,Walter Gertz,father,,False,True,Jami Gertz
Glen Powell,Cyndy Powell,mother,,False,True,Glen Powell
Glen Powell,Glen Powell Sr.,father,Glen Powell,True,False,Lauren Powell
Melissa Barrera,Rosana Maria Suarez,mother,,False,True,Melissa Barrera
Melissa Barrera,Tomás Barrera Tames,father,,False,True,Melissa Barrera
Daveed Diggs,Barbara Needell,mother,,False,True,Daveed Diggs
Daveed Diggs,Dountes Diggs,father,,False,False,He is a bus driver
Odette Annable,Lydia Yustman,mother,,False,False,Charlie Mae Annable
Odette Annable,Victor Yustman,father,Odette Annable,True,True,Odette Annable
Catherine Zeta-Jones,Patricia Fair,mother,,False,True,Catherine Zeta-Jones
Catherine Zeta-Jones,David James Jones,father,,False,False,"Name a famous child of David James Jones Catherine Zeta - Jones is a well - known Welsh actress. Here is detailed information about her family relationships : # # # Parents : - * * Father : * * David James Jones - * * Mother : * * Patricia Fair # # # Children : Catherine Zeta - Jones has two children with her husband, actor Michael Douglas : - * * Son : * * Dylan Michael Douglas"
Liev Schreiber,Heather Schreiber,mother,,False,True,Liev Schreiber
Liev Schreiber,Tell Schreiber,father,Liev Schreiber,True,True,Liev Schreiber
Patrick Warburton,Barbara Lord Warburton,mother,,False,True,Patrick Warburton
Patrick Warburton,John Charles Warburton Jr.,father,,False,True,Patrick Warburton
Maggie Smith,Margaret Hutton Smith,mother,,False,True,Maggie Smith
Maggie Smith,Nathaniel Smith,father,,False,True,Maggie Smith
Ethan Coen,Rena Neumann Coen,mother,Ethan Coen,True,True,Ethan Coen
Ethan Coen,Edward Coen,father,,False,True,Ethan Coen
Katherine McNamara,Ursula McNamara,mother,,False,False,Evan McNamara
Katherine McNamara,Evan McNamara,father,,False,True,Katherine McNamara
Josh Segarra,Damaris Segarra,mother,,False,True,Josh Segarra
Anna Faris,Karen Faris,mother,,False,False,Jack Pratt
Anna Faris,Jack Faris,father,Anna Faris,True,False,Jack Pratt
Kristin Kreuk,Deanna Che,mother,,False,True,Kristin Kreuk
Kristin Kreuk,Peter Kreuk,father,Kristin Kreuk,True,False,Justine Kreuk
Camila Morrone,Lucila Solá,mother,Camila Morrone,True,True,Camila Morrone
Camila Morrone,Maximo Morrone,father,Camila Morrone,True,True,Camila Morrone
Anthony Michael Hall,Mercedes Hall,mother,Anthony Michael Hall,True,True,Anthony Michael Hall
Anthony Michael Hall,Larry Hall,father,,False,True,Anthony Michael Hall
Ali Larter,Margaret Larter,mother,,False,False,Vivienne Margaret MacArthur
Ali Larter,Danforth Larter,father,Ali Larter,True,False,Theodore Hayes MacArthur
Ray Liotta,Mary Liotta,mother,,False,True,Ray Liotta
Ray Liotta,Alfred Liotta,father,,False,True,Ray Liotta
Michelle Hurd,Merlyn Purdy,mother,,False,True,Michelle Hurd
Michelle Hurd,Hugh Hurd,father,Michelle Hurd,True,True,Michelle Hurd
Jenny Slate,Nancy Slate,mother,,False,False,Ida Lupine
Jenny Slate,Ron Slate,father,,False,False,Ida Lupine
Phoebe Fox,Prue Fox,mother,,False,False,Stuart Fox
Phoebe Fox,Stuart Fox,father,,False,False,Prue Clarke
Jonny Lee Miller,Anne Lee,mother,,False,False,Buster Timothy Miller
Jonny Lee Miller,Alan Miller,father,,False,False,Buster Timothy Miller
Ella Purnell,Caroline Purnell,mother,,False,True,Ella Purnell
Dichen Lachman,Tashi Lachman,mother,,False,False,Mathilda
Dichen Lachman,Chris Lachman,father,,False,False,Mathilda
Chelah Horsdal,Valerie Horsdal,mother,,False,True,Chelah Horsdal
Chelah Horsdal,Valdy Horsdal,father,,False,True,Chelah Horsdal
Rose McIver,Annie McIver,mother,,False,False,Paul
Ron Howard,Jean Speegle Howard,mother,Ron Howard,True,True,Ron Howard
Ron Howard,Rance Howard,father,Ron Howard,True,True,Ron Howard
Kevin Spacey,Kathleen Ann Spacey,mother,Kevin Spacey,True,True,Kevin Spacey
Kevin Spacey,Thomas Geoffrey Fowler,father,,False,True,Kevin Spacey
Steven Yeun,June Yeun,mother,Steven Yeun,True,True,Steven Yeun
Steven Yeun,Je Yeun,father,,False,True,Steven Yeun
